,libraryID,liverID,HF,macro,male,micro,alactate.3H,time,group,liver,liverweight,PVp,PVf,HAp,HAf,bicarbadded,HAr,PVr,macro,aph,aco2,ao2,ahco3,abe,alactate,vph,vco2,vo2,vhco3,vbe,vlactate,Na,K,Ca,Cl,Glu,BUN,Cr,AG,AST,ALT,Alb,Alp,Dbil,Tbil,TP,VLDL,Trig,HDL,LDL,Chol,bilevol,bilepH,bilehco3,bilelactate,bilegluc,hct,hb,wbc,plt,AMP,ADP,ATP,NAD,NADH,NADP,NADPH,FAD,atpadp,atpamp,ec,nadhnad
59,NA,NA,7,,,,16.35,9,0,5,NA,12,1030,80,280,15,0.285714286,0.011650485,NA,7.24,61.5,502,26.3,-1,15.54,7.163,72.6,104,26.1,-3,14.89,143,9,0.87,85,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8.163,59.8,14.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
60,NA,NA,7,,,,16.35,12,0,5,2.653,12,1050,80,271,NA,0.295202952,0.011428571,NA,7.176,78,449,28.9,0,14.72,7.107,91.6,105,28.9,-1,13.94,147,9,0.82,86,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,8.2,NA,17.43,NA,NA,10,NA,NA,8.674817379,4.143308453,1.675889103,4.852443136,0.356832628,1.42547148,0.010545801,0.258956037,0.404480893,0.193190131,0.258557987,0.073536694
61,NA,NA,8,,,,1.49,0,3,NA,2.191,5,NA,30,NA,100,NA,NA,NA,7.373,119.3,800,69.4,30,17.79,NA,NA,NA,NA,NA,NA,154,7.4,1.6,100,101,3,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5,13.2,6.9,116,84.17102026,9.230459445,1.827015504,22.2351013,9.333286223,14.79068876,0.415976178,0.601361414,0.197933322,0.021705992,0.067650394,0.419754608
62,NA,NA,8,,,,1.49,0.5,3,NA,NA,7,630,80,234,0,0.341880342,0.011111111,NA,NA,NA,NA,NA,NA,NA,7.363,62.6,43,35.6,10,10.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
63,NA,NA,8,,,,1.49,1,3,NA,NA,9,940,80,473,0,0.169133192,0.009574468,NA,7.483,58.2,612,43.6,20,4.63,7.437,62,46,41.8,18,3.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
64,NA,NA,8,,,,1.49,1.5,3,NA,NA,9,1050,80,500,0,0.16,0.008571429,NA,7.505,58.8,671,46.4,23,1.46,7.454,63.3,59,44.4,20,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
65,NA,NA,8,,,,1.49,2,3,NA,NA,9,1180,80,580,0,0.137931034,0.007627119,NA,7.495,60.3,600,46.5,23,0.65,7.422,65.9,56,42.9,18,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
66,NA,NA,8,,,,1.49,3,3,NA,NA,9,1160,80,629,0,0.12718601,0.007758621,NA,7.428,65.1,662,42.9,19,1.49,7.383,69.1,79,41.1,16,1.46,148,4.8,0.69,85,700,34,0.6,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.49963742,25.48178144,18.91142284,34.51609901,1.474064615,20.85429196,0.159647903,0.82444878,0.74215466,0.389929159,0.340740072,0.042706582
67,NA,NA,8,,,,1.49,4,3,NA,NA,9,1140,80,638,0,0.12539185,0.007894737,NA,7.46,59.6,516,42.4,19,1.9,7.378,68.7,63,40.4,15,1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,7.521,51.9,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
68,NA,NA,8,,,,1.49,6,3,NA,NA,9,1180,80,650,0,0.123076923,0.007627119,NA,7.385,67.7,531,40.5,15,1.45,7.336,74.1,65,39.6,14,1.4,147,5.7,0.79,86,700,58,0.5,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.7,10.7,4.4,33,62.69845746,18.10149809,6.93109225,28.37752535,5.430122243,13.98141271,0.276168247,0.63230987,0.382901582,0.110546456,0.18216859,0.191352917
69,NA,NA,8,,,,1.49,9,3,NA,NA,9,1250,80,653,NA,0.122511485,0.0072,NA,7.21,92.4,285,37.5,10,1.09,7.149,107.8,65,37.5,9,1,146,6.4,0.7,87,700,77,0.6,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7.37,50.5,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
70,NA,NA,8,,,,1.49,12,3,NA,2.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.29378431,20.43941562,11.6103868,39.5710854,10.26122613,12.87996583,0.009911978,0.727313247,0.568039078,0.199170236,0.241634137,0.259311212
71,FN2,CN3,9,35,1,5,10.5,0,0,6,3.297,5,NA,30,NA,125,NA,NA,NA,7.491,105.4,800,80.6,30,20,NA,NA,NA,NA,NA,NA,147,9,1.59,105,20,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.9,12.4,6,153,87.73406011,7.15478507,1.210685583,22.28489041,7.512483774,6.902248008,0.060565958,0.422774869,0.16921341,0.013799493,0.049824157,0.337111094
72,FN2,CN3,9,35,1,5,10.5,0.5,0,6,NA,7,460,80,92,0,0.869565217,0.015217391,NA,7.563,48,593,43.2,21,20,7.273,78.5,46,36.2,9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
73,FN2,CN3,9,35,1,5,10.5,1,0,6,NA,8,540,85,130,5,0.653846154,0.014814815,NA,7.338,46.7,574,25.1,-1,20,7.252,57.5,30,25.3,-2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
74,FN2,CN3,9,35,1,5,10.5,1.5,0,6,NA,10,770,85,340,15,0.25,0.012987013,NA,7.238,54,599,23,-4,20,7.161,63.1,44,22.5,-6,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
75,FN2,CN3,9,35,1,5,10.5,2,0,6,NA,10,880,85,510,5,0.166666667,0.011363636,NA,7.331,53.6,532,28.3,2,20,7.276,60.8,32,28.3,1,18.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
76,FN2,CN3,9,35,1,5,10.5,3,0,6,NA,10,930,85,600,0,0.141666667,0.010752688,NA,7.423,59.6,528,39,15,10.5,7.363,65.3,41,37.2,12,9.2,139,9,0.58,89,700,27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.78061336,10.14938312,6.367262899,13.5639924,0.65053491,9.276560097,0.102097872,0.728192975,0.62735467,0.256945331,0.277063288,0.04796043
77,FN2,CN3,9,35,1,5,10.5,4,0,6,NA,10,990,85,610,0,0.139344262,0.01010101,NA,7.435,62,544,41.6,17,6.56,7.356,70.4,46,39.4,14,5.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,7.45,42.2,6.6,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
78,FN2,CN3,9,35,1,5,10.5,6,0,6,NA,10,1050,85,630,0,0.134920635,0.00952381,NA,7.393,63.9,483,39,14,7.19,7.327,69.8,52,36.5,11,6.57,137,9,0.62,88,700,61,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2,9.2,3.9,120,9.729886492,4.175244439,1.964022713,4.989294239,0.017897973,1.806337354,0.015082833,0.231931867,0.470397061,0.201854638,0.255315754,0.003587276
79,FN2,CN3,9,35,1,5,10.5,9,0,6,NA,10,880,85,620,NA,0.137096774,0.011363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,9,0.62,88,689,82,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,7.355,41.6,6.71,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
80,FN2,CN3,9,35,1,5,10.5,12,0,6,3.146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.123412153,2.727582929,1.848331337,1.750963823,0,0.374495435,0.018072578,0.08590002,0.677644414,0.591766711,0.417195301,0
81,NA,NA,10,,,,20,0,3,NA,2.878,5,NA,30,NA,90,NA,NA,NA,7.33,110.4,800,58.3,30,18.62,NA,NA,NA,NA,NA,NA,158,9,1.24,102,68,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,14,6.9,153,84.0603315,7.655975088,1.261976482,35.38849908,7.281002702,17.73126487,0.243782649,0.670816137,0.1648355,0.015012747,0.054743579,0.205744886
82,NA,NA,10,,,,20,0.5,3,NA,NA,10,130,100,56,0,1.785714286,0.076923077,NA,7.385,40,485,24,-1,20,7.185,53.2,36,20.1,-8,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
83,NA,NA,10,,,,20,1,3,NA,NA,10,190,95,42,20,2.261904762,0.052631579,NA,7.264,44.3,617,20.1,-7,20,7.196,45.4,34,17.6,-11,18.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
84,NA,NA,10,,,,20,1.5,3,NA,NA,10,260,95,120,0,0.791666667,0.038461538,NA,7.321,42.2,574,21.8,-4,20,7.241,47.3,41,20.3,-7,19.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
85,NA,NA,10,,,,20,2,3,NA,NA,10,290,95,176,15,0.539772727,0.034482759,NA,7.248,42.5,579,18.6,-9,20,7.212,44.2,51,17.8,-10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
86,NA,NA,10,,,,20,3,3,NA,NA,10,320,95,210,15,0.452380952,0.03125,NA,7.274,42.2,564,19.6,-7,20,7.219,45.6,53,18.6,-9,20,138,9,0.55,93,579,18,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.16721746,2.638717421,0.411632477,15.48984097,8.310492182,6.294873201,0.242301017,0.413529152,0.15599718,0.012410823,0.047794242,0.536512428
87,NA,NA,10,,,,20,4,3,NA,NA,10,360,95,210,10,0.452380952,0.027777778,NA,7.303,44.7,606,22.2,-4,20,7.253,46.8,46,20.7,-7,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
88,NA,NA,10,,,,20,6,3,NA,NA,10,380,95,200,15,0.475,0.026315789,NA,7.273,49.1,596,22.7,-4,20,7.225,54.3,49,22.5,-5,20,142,9,0.62,94,700,43,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.6,10.6,3,72,5.078602901,1.126620225,0.412874431,6.503829344,5.491861954,3.343006519,1.225800342,0.495000419,0.366471702,0.081296853,0.14750229,0.844404375
89,NA,NA,10,,,,20,9,3,NA,NA,10,430,95,160,15,0.59375,0.023255814,NA,7.24,53.9,526,23.1,-4,20,7.17,63.9,47,23.3,-5,20,141,9,0.61,91,700,62,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
90,NA,NA,10,,,,20,12,3,NA,2.859,10,440,95,145,NA,0.655172414,0.022727273,NA,7.205,59.8,578,23.6,-4,20,7.125,71.9,49,23.6,-6,20,141,9,0.43,94,700,75,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,29.3,9,2.1,52,1.471561418,0.724205478,0.345709302,3.621586183,8.861019814,0.842045368,0.226752411,0.382312311,0.477363556,0.234926859,0.278504297,2.446723443
91,LV3,CV2,11,2,1,0,1.43,0,2,NA,2.075,5,NA,30,NA,125,NA,NA,NA,7.315,128,800,65.2,30,16.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,10,3.1,29,31.56573385,16.69010232,7.947337149,46.93571073,20.19518783,10.06679636,0.034046278,0.566910754,0.476170667,0.251771024,0.28988378,0.4302734
92,LV3,CV2,11,2,1,0,1.43,0.5,2,NA,NA,5,610,80,237,20,0.337552743,0.008196721,NA,7.283,85.3,493,40.3,14,17.23,7.195,96.1,61,37.2,9,16.39,164,8,1.1,94,120,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
93,LV3,CV2,11,2,1,0,1.43,1,2,NA,NA,10,1090,65,859,0,0.075669383,0.009174312,NA,7.337,81.6,499,43.7,18,12.41,7.293,88.9,80,43.1,17,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
94,LV3,CV2,11,2,1,0,1.43,1.5,2,NA,NA,10,1160,65,930,0,0.069892473,0.00862069,NA,7.367,87.3,533,50.1,25,7.82,7.339,85.6,72,46.1,20,7.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
95,LV3,CV2,11,2,1,0,1.43,2,2,NA,NA,10,1220,50,739,0,0.067658999,0.008196721,NA,7.403,84,516,52.4,28,5.43,7.355,91.4,65,51,26,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
96,LV3,CV2,11,2,1,0,1.43,3,2,NA,NA,10,1310,50,850,20,0.058823529,0.007633588,NA,7.434,85.5,458,57.3,30,1.43,7.391,88.5,78,53.7,29,0.97,148,9,0.63,89,496,48,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.46585399,5.95060803,1.511285902,8.449480948,1.595439827,2.165949536,0.295394734,0.19076388,0.253971677,0.067270352,0.149914051,0.188821046
97,LV3,CV2,11,2,1,0,1.43,4,2,NA,NA,10,1370,50,873,0,0.057273769,0.00729927,NA,7.414,89.3,577,57.2,30,1.04,7.356,94.8,93,53.1,28,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,7.431,56.7,1.21,524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
98,LV3,CV2,11,2,1,0,1.43,6,2,NA,NA,10,1410,50,860,0,0.058139535,0.007092199,NA,7.592,54.6,534,52.5,30,2.48,7.536,55.9,79,47.4,25,2.43,147,8.3,0.79,88,637,75,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.5781689,15.1763189,1.794665721,24.68451964,13.1649858,13.84323227,0.298079399,0.465788315,0.11825435,0.018975475,0.084113818,0.533329633
99,LV3,CV2,11,2,1,0,1.43,9,2,NA,NA,10,1416,50,900,0,0.055555556,0.007062147,NA,7.505,60,498,47.4,24,2.55,7.428,65.6,78,43.3,19,2.29,146,8.2,0.87,87,700,94,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7.532,46.6,3.35,624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
100,LV3,CV2,11,2,1,0,1.43,12,2,NA,1.807,10,1520,50,850,NA,0.058823529,0.006578947,NA,7.345,79.2,393,43.3,18,1.68,7.287,87.7,73,41.9,15,1.53,148,8.5,0.98,89,700,115,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.252779,3.660489131,0.095357837,30.51629321,14.02994844,6.094843665,0.47277079,0.348213697,0.026050572,0.000872818,0.017039428,0.459752708
101,FN1,CN4,12,50,1,60,10.19,0,0,NA,2.243,5,NA,30,NA,100,NA,NA,NA,7.457,110.5,800,78.1,30,17.35,NA,NA,NA,NA,NA,NA,163,9,1.15,102,134,5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.2,13.1,2.1,36,19.64060498,4.855929274,1.833611342,11.09918105,3.427413105,1.570845218,0.344599435,0.114317038,0.377602563,0.093358191,0.161851592,0.308798738
102,FN1,CN4,12,50,1,60,10.19,0.5,0,NA,NA,8,610,65,254,0,0.255905512,0.013114754,NA,7.37,56.1,635,32.4,7,19.73,7.333,50.7,44,26.2,0,18.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
103,FN1,CN4,12,50,1,60,10.19,1,0,NA,NA,9,720,78,330,0,0.236363636,0.0125,NA,7.333,49.8,602,26.6,1,18.52,7.3,45.9,54,22.6,-4,17.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
104,FN1,CN4,12,50,1,60,10.19,1.5,0,NA,NA,9,750,70,420,5,0.166666667,0.012,NA,7.314,49.5,604,25.2,-1,18.23,7.281,48.5,56,22.8,-4,17.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
105,FN1,CN4,12,50,1,60,10.19,2,0,NA,NA,10,950,70,412,0,0.169902913,0.010526316,NA,7.349,52.6,646,29,3,15.21,7.306,52.3,62,26.1,0,15.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
106,FN1,CN4,12,50,1,60,10.19,3,0,NA,NA,10,910,74,420,0,0.176190476,0.010989011,NA,7.414,50.9,615,32.5,8,10.19,7.387,50.3,55,30.2,5,9.22,134,9,0.57,93,406,39,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.0894682,15.63876175,2.179488108,26.86609908,5.056411947,7.914189377,1.470500767,0.341477779,0.139364493,0.021559992,0.084089319,0.188207895
107,FN1,CN4,12,50,1,60,10.19,4,0,NA,NA,10,930,74,650,0,0.113846154,0.010752688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
108,FN1,CN4,12,50,1,60,10.19,6,0,NA,NA,10,960,74,700,0,0.105714286,0.010416667,NA,7.348,56.7,581,31.1,5,6.83,7.301,58,79,28.6,2,6.96,134,9,0.74,93,376,79,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,9.2,2.6,44,104.4579753,4.90440356,0.502759011,4.568333852,52.0881455,0.668835308,0.443825957,0.121904027,0.102511754,0.004813027,0.026896255,11.40200064
109,FN1,CN4,12,50,1,60,10.19,9,0,NA,NA,10,1050,74,700,5,0.105714286,0.00952381,NA,7.315,57.2,610,29.2,3,6.76,7.242,65.6,84,28.3,1,6.35,135,9,0.82,92,413,103,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7.359,29.9,7.16,343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
110,FN1,CN4,12,50,1,60,10.19,12,0,NA,1.991,10,1040,74,780,NA,0.094871795,0.009615385,NA,7.262,70.9,621,32,5,4.72,7.188,80.8,87,30.7,3,4.6,135,9,0.6,92,484,122,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7.333,28.9,6.64,368,NA,NA,NA,NA,73.07156341,32.20333365,16.19117904,22.23215039,37.85077459,0.859137298,< 0,0.083609676,0.502779595,0.221579754,0.26585897,1.702524224
111,NA,NA,13,,,,3.08,0,2,NA,1.502,5,NA,30,NA,120,NA,NA,NA,7.533,95,800,80,30,9.95,NA,NA,NA,NA,NA,NA,172,9,1.13,NA,106,7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.8,12.6,5.9,109,120.1829203,9.819709327,0.986168815,5.105027652,47.3508397,1.440405886,0.013931117,0.137020985,0.100427496,0.008205565,0.045011662,9.275334617
112,NA,NA,13,,,,3.08,0.5,2,NA,NA,9,450,74,230,0,0.32173913,0.02,NA,7.694,45,676,54.9,30,10.29,7.676,41.3,27,48.3,28,8.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
113,NA,NA,13,,,,3.08,1,2,NA,NA,9,750,75,320,0,0.234375,0.012,NA,7.604,57.6,730,57.1,30,8.91,7.572,54.2,48,49.9,28,8.55,NA,NA,NA,NA,NA,NA,NA,NA,570,840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
114,NA,NA,13,,,,3.08,1.5,2,NA,NA,9,840,75,404,0,0.185643564,0.010714286,NA,7.618,56,707,57.4,30,7.17,7.577,56.2,59,52.3,30,6.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
115,NA,NA,13,,,,3.08,2,2,NA,NA,9,880,75,568,0,0.132042254,0.010227273,NA,7.544,69.5,716,60,30,4.18,7.509,70,69,55.7,30,4.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
116,NA,NA,13,,,,3.08,3,2,NA,NA,9,920,75,700,0,0.107142857,0.009782609,NA,7.499,75.3,745,58.6,30,3.08,7.468,75,114,54.3,30,3.06,165,2,1.27,94,429,25,0.5,NA,580,920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.7593936,7.248933628,0.482218522,35.72741975,21.96624246,0.70671347,0.295395949,0.061276672,0.066522684,0.004692695,0.037167753,0.614828684
117,NA,NA,13,,,,3.08,4,2,NA,NA,10,1140,75,750,0,0.1,0.00877193,NA,7.463,76.2,756,54.6,30,3.63,7.435,77.9,162,52.3,28,3.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7.926,43.2,8.82,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
118,NA,NA,13,,,,3.08,6,2,NA,NA,10,1490,75,820,0,0.091463415,0.006711409,NA,7.52,66.6,720,54.4,30,4.93,7.489,61.9,143,47.1,24,4.76,163,2,1.12,93,475,59,0.4,NA,580,980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,10.7,9.1,64,114.0674278,10.89828377,0.947951867,23.53263477,43.19562235,1.301358157,0.04911253,0.154269042,0.086981757,0.008310452,0.050805398,1.835562519
